,Tweets,id,subtask_b,subtask_c,
11366,1// Yal stupid people tell me to “back off cause he is like obsessed” BITCH who has been to all the football games. Walks to class. Does literally everything for them. Knows exact dates and numbers for everything me. Only reasons I’m not competition cause she ain’t gay,81226,TIN,,
10993,@USER @USER I know exactly how it works. They steal money through regulations and taxes and the people can't do a thing about it because the government has the monopoly on violence. Why do you think democrats desperately need gun control? They want even more power over the people.,59665,TIN,,
4502,just saw a group of freshmen wearing maga bucket hats 🤢🤢🤢🤢🤢🤢🤢 i hate this school,21229,TIN,,
4445,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Oh. Low blow or blow job. Lmao,48516,TIN,,
960,@USER @USER As well this would allow you to still protest. But not stop a speaker or a group. Really Hitler did this in the early time of the Nazi party a group known as the SS would beat up politicians and people that didn't agree with them. (Sounds familiar smells like Antifa.),32310,TIN,,
8512,@USER Liberals: The FBI can investigate if you ask.  Also Liberals:   Can you believe Trump ordered an investigation of a private citizen??? He's a dictator!,41177,TIN,,
11234,@USER Democrats suffering from Trump Derangement Syndrome are desperate. Their dirty tricks won't work and the end is inevitable.   #MAGA  #TDS  #WalkAwayFromDemocrats2018 URL,86091,TIN,,
1502,@USER She don’t never have on pants and she is forever throwing up the people’s eyebrow with her pinched nose ass.... URL,81472,TIN,,
5759,@USER @USER I wouldn’t trust Chuck Schumer ever. He’s a liar and the president doesn’t trust him either.,43312,TIN,,
758,#USA #UK and probably #Europe and #Australia  With their level of intelligence?  Weez all stoopid y'all!  #MAGA #MEGA #MBGA #MCGA #Conservatives #Patriots #Celebrities URL,46987,TIN,,
10456,@USER He is NOT QUALIFIED.,57421,TIN,,
6162,@USER You don’t get it it all. Women don’t like to come forward because of men like you. When they finally do come forward men LIKE YOU either slut shame them or call them liars. Men LIKE YOU are shy a lot of victims remain silent.,71524,TIN,,
6562,The only reason they call them common sense is because they don't know what they want and are just hopping on the bandwagon. #MAGA #2ADefenders #TrumpTime URL,69218,TIN,,
9306,@USER sick of white neo liberals speaking for Black people saying they all love Hillary. They are so deluded. It’s like they just rep ‘black lives matter’ so they can appear woke enough to keep railing against Bernie supporters. Because you know they didn’t care b4 Hillary lost 2 trump,11326,TIN,,
5582,@USER You're a piece of shit for saying that FEMA was successful in helping Puerto Rico after hurricane Maria. 3000 people died. You think that's successful? You really have no soul. You're a fucking horrible human being. I don't even think you're human. FUCK YOU!!!,90875,TIN,,
13037,@USER @USER Give him a shot chris. Han is a nasty H3 player :) and he is my bb,15589,TIN,,
6177,@USER @USER HIRE AMERICAN YOU PIECES OF TRASH!!!!! PLEASE!!!!!! AND STOP BANNING CONSERVATIVES ON YOUR PLATFORMS PLEASE!!!!,90804,TIN,,
11952,@USER She is a biggest Thing she as fail everywhere else,56421,TIN,,
6977,@USER Bullshit. People died because of an incompetent government in Puerto Rico. And you can start with that mayor. Stop lying Gutierrez.,25519,TIN,,
11871,@USER And how much will you have to say once you are in jail?  Your whole family are #criminals.,91889,TIN,,
1170,@USER need more ladies to spread out their pussy's  on cam 😍,46544,TIN,,
403,@USER @USER @USER My auto correct Gggrrr she is a *crazy witch*,88585,TIN,,
8269,@USER @USER how the fuck is puting raven with derrick and dan and dr. will saying she's a mastermind when she didn't do shit put bitch about being sick and being annoying and boring. take raven out and put tyler in. he is playing a great game even the  great player who won said he's good,97923,TIN,,
8812,@USER What kind of classes are you taking? You have ass homework? Is this an anatomy class?,65754,TIN,,
2629,@USER Seems hard to believe that you stood next to a guy wearing those shorts and didn't masturbate but I'll take your word for it,56760,TIN,,
10066,@USER This isn't ya finest moment hun. Try again once you fix ya shit and knock this tweet away.,56071,TIN,,
5876,@USER @USER With Democrat's Sociability Quotient it's no wonder Democrats think about Gun Control all the time!,36654,TIN,,
13011,@USER Carrey is a pig🤬,54316,TIN,,
1228,@USER  living up to his nickname tonight! Fucking nightmare. #UFC228,89284,TIN,,
10781,@USER @USER @USER @USER @USER She can’t remember when it happened she can’t remember where it happened she can’t remember how she got there. She is a liar and a feminazi who will go to any lengths to smear this man. She is a LIAR.,40934,TIN,,
1934,@USER @USER We all know that the left is going to believe all those lies demo liberals rats are there to destroy President Trump 👎Nov is going to be red 👍🇺🇸,34694,TIN,,
9086,"@USER @USER Just because he is the elected president "", doesnt mean he has earned it. When he start serving the people of his country, then by all means.....it shall be well desrerved. When you serve thos who you have hiding in your pocket, give me a break. You can keep YOUR commander.""",68016,TIN,,
4965,@USER @USER Really a sickening issue. Liberals are vicious!!!,31745,TIN,,
2548,@USER After the GOP wins the mid-terms easily there will be no reason we dont put on the masks and grab weapons to go all #ANTIFA on people like you clowns have been doing. Going to be so much fun!!!!,35533,TIN,,
12166,@USER this girl called herself tryna call me ugly. i had to show her how ugly she is.,15112,TIN,,
7722,@USER @USER They probably shutdown the @USER website because of the death threats. If she votes yes she’ll most likely get lots of support from #MAGA voters.,81786,TIN,,
11043,@USER Gun control nuts are not allowed to be protected by the very thing  they supposedly despise. She can use a knife. #DisarmHarrisNow,90303,TIN,,
8431,@USER @USER Eric is a crook and that’s that,85997,TIN,,
1156,@USER i had a man tell me their body count was 40+ but refused to be with a woman who had more than 5. what the FUCK.,45485,TIN,,
13014,@USER log doesnt give a shit i bet he eats nachos in the middle of the night in his underwear,31547,TIN,,
11356,"#ThursdayThoughts  Will @USER ever admit all the other ways that Twitter censor conservatives?  Seems highly unlikely.  It's very annoying to have my main feed limited with a stupid black bird ordering me to return to the top"".  It wont even let me go back to this morning. URL",19740,TIN,,
11063,@USER watch me catching a plane to hungary only to beat your ass,86499,TIN,,
1984,@USER @USER @USER My opinion isn’t false just as is you’re isn’t . You can’t downplay my feelings because it doesn’t fit into your narrative. What rights are we taking away??? Better gun control??? If that hurts your soul oh well. A dead child hurts mine more,24962,TIN,,
6825,"Judicial Watch Sues for Records of FBI 302 Interviews with Demoted Justice Department Official Bruce Ohr""  URL #TCOT #MAGA #RedNationRising""",21970,TIN,,
10260,@USER Eminem may be an angry old man yelling about young people but i just REALLY wouldn't care unless he would be dressed as a Roblox character while rapping,49119,TIN,,
4535,@USER Fast and furious criminal should be behind bars.,27795,TIN,,
1075,@USER @USER F Hope! Since he’s ‘NOT smarter than a 5th grader’ maybe she is!,36226,TIN,,
9133,@USER Good ..  she is the one that seems sexist,65780,TIN,,
5803,"@USER @USER @USER I purposefully had my damsel"" be a bit of a badass. She is saved by the protag, saved by the third party member, and sticks her neck out to save their hind quarters just as often (if not more!). Sure, she may have ulterior motives (*evil laugh*) but she's still pretty kickass!""",62585,TIN,,
9171,@USER Thanks Vince You fucker. No need to hold out and chance that clients miss it.,38231,TIN,,
6207,@USER @USER @USER Did you just say he? HE has a female name. He is actually a she. Actually get your facts right before making a stupid statement. Everyone knows the game gets stale after a few months and the new DLC makes it interesting again.,78577,TIN,,
11809,@USER And this coming from the sick puppy liberals at the Beast.,51906,TIN,,
2431,@USER You are still on that Trump  train to nowhere!👎,37896,TIN,,
8215,@USER @USER Rotten character or what we call in Spanish mal character,98967,TIN,,
837,@USER @USER Liberals act out of emotion. Not understanding the law. Then they go around condemning every1 who does not agree with their completely fucked rational. “Nobody believed women for 250 years. So let’s believe all women! Oh and screw the legal system! Men are pigs. He’s guilty!” Smh,20413,TIN,,
10849,@USER He is a moron,64330,TIN,,
11842,"@USER He should be ashamed of himself.  Did Michael Moore start the term on the internet called a troll""?  I think he is an ancient troll that is coming into his age with the liberal hysteria and their guided ignorance.""",68611,TIN,,
463,@USER Look at all these racist white liberals freaking out because I said Tom Arnold has white privileged.,97831,TIN,,
2846,@USER @USER @USER Great. Here’s how today has gone: Floris wanted to spank me. Leah wanted to stab me. Curtis won’t back me up. Adam still looks great at 67 or however old as fuck he is... KL has a bigger dick than me but she’s a she...he🤔...she?!? URL,11362,TIN,,
7541,@USER Dominos is ass,17578,TIN,,
5219,@USER Consider this source ... @USER is a supreme ass kissing douche bag.,18445,TIN,,
11868,@USER @USER @USER Jokes are funny if the person saying them doesn’t really hate whites and Christians.  That’s a National past time for liberals these days.  Funny stuff...for the Louis Farrakhan crowd.  Racist crap by any barometer.,77179,TIN,,
8355,@USER @USER John Kerry is a swamp rat nothing more nothing less CNN we all know is the clown news network,70317,TIN,,
2183,@USER @USER @USER John careful... liberals will attack you for thinking critically because the facts aren't on their side,42514,TIN,,
5634,@USER shit!! i left a little bit ago to get food but if you're still there i'll drop down with all the paper your heart desires!,93827,TIN,,
2434,@USER @USER @USER @USER @USER Trump publicly lusted for his daughter and GOP still elected him.  Let's stop pretending that morality or decency means jack shit to conservatives.,20777,TIN,,
11586,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Ha if you really can't see the hypocrisy that is antifa then you have obvious drunk the cool aid.,51418,TIN,,
